Full Name,First Name,Last Name,Projected Points,Sentiment,NumOfDataPoints,Average Sentiment,Most Positive Comment,Most Positive Comment Score,Most Negative Comment,Most Negative Comment Score,Position,Actual Points
Josh Allen,Josh,Allen,374.63,73.30789999999998,946,0,Lets be real I'm a Chiefs fan but even I can admit Josh Allen is going to win MVP if he can stay healthy...Geno will win most improved,0.963,People saying Joe Burrow is a fraud reminds me of the piss poor 2019 Josh Allen takes.,-0.8625,QB,24.8
Patrick Mahomes,Patrick,Mahomes,352.02,14.159300000000002,91,0,If we’re being honest Patrick Mahomes should win this award or be runner up every year.,0.9047,Jalen Hurts and Patrick Mahomes doing everything in their power to make this year one of the tightest MVP races ever though.,-0.4767,QB,34.14
Justin Herbert,Justin,Herbert,328.04,7.4922,70,0,"Justin Herbert isn't bad statically/talent-wish, but you do realize QB's have to win games eventually to be dubbed good, right?",0.8995,Justin Herbert - top-5 QB - has been much worse since a bad chest injury in week 2,-0.8555,QB,12.1
Jalen Hurts,Jalen,Hurts,318.51,-60.02940000000006,250,0,Yeah same with Jalen Hurts people laughed at that pick Doug took a chance on him Sirianni liked him they got him a great receiver and he’s now undefeated in the NFL people have to realize players aren’t always gonna be superstars in their second years every player is different and some adapt faster than others,0.875,"He had Jalen Hurts T-shirts, Jalen Hurts posters, a Jalen Hurts plushie, and I swear to God, he had a Jalen Hurts Japanese fuck pillow.",-0.9325,QB,20.02
Jonathan Taylor,Jonathan,Taylor,316.99,1.6959999999999997,27,0,"Our only real strengths are our special teams, front 7, and Jonathan Taylor.",0.6597,"Hell, if they're really trading the Saints pick for a top RB, they can have Jonathan Taylor if they want and Colts can draft that high QB instead.",-0.5423,RB,0.0
Lamar Jackson,Lamar,Jackson,316.41,18.105199999999996,123,0,"The 5-3 Ravens have Lamar Jackson, Chicago's best player, and a fairly easy path to 10 wins with their remaining schedule.",0.8957,"Not the point, but holy shit how is Lamar Jackson averaging 2.3 million a year is all?",-0.7096,QB,17.52
Kyler Murray,Kyler,Murray,314.0,3.6317000000000013,71,0,Kyler Murray looks like that one friends little brother who’s good enough to play with you guys,0.8637,No one is going to give Kyler Murray shit for kicking the back of his teammates chairs?,-0.7003,QB,19.0
Cooper Kupp,Cooper,Kupp,312.91,1.7360000000000002,46,0,I haven't watched a whole lot of Rams games this year but there's just no way Cade Otton is better at getting open than Cooper Kupp lmao,0.8126,"I'm an idiot though, but I seen nothing special in either of them, FCS is bad, so even when players like Cooper Kupp dominate(and he completely fucked us for years), it's kinda hard to get a read.",-0.9353,WR,26.8
Christian McCaffrey,Christian,McCaffrey,309.94,2.6300999999999997,37,0,I hear that Christian McCaffrey guy is pretty good,0.7269,"Boy, can't wait for Christian McCaffrey to come lose in the city of Seattle in December!",-0.4574,RB,0.0
Aaron Rodgers,Aaron,Rodgers,309.66,28.56570000000002,525,0,"How was a domineering ten point win over Aaron Rodgers an uglier win than the Bills-Ravens game, where the Bills were seemingly playing in clownshoes instead of cleats for the first quarter and led for a grand total of 0 seconds before winning on a buzzer-beater FG",0.9118,"But this ""Oh, woe is Aaron Rodgers because his team wasn't as perfect as he is"" bullshit is so tiring.",-0.9312,QB,13.64
Tom Brady,Tom,Brady,306.83,33.466599999999985,304,0,"People drastically underestimate how many teams are like the 2019 Bucs every year, where they are in that 7-8 win range and have good talent like the Bucs did, and a piece like Tom Brady would put them over the top and make them contenders.",0.9393,Hell Tom Brady already had 3 rings when that lame ass expression got popular.,-0.8442,QB,15.2
Dak Prescott,Dak,Prescott,306.52,0.11830000000000007,33,0,"17-0 this year, the best QB they'll face is Dak Prescott and, well, he's massively overrated because he plays in Dallas.",0.8074,"And what's crazy, is that I saw Dak Prescott in college and felt he was a steal in the 3rd.",-0.6808,QB,0.0
Russell Wilson,Russell,Wilson,302.42,4.872100000000004,300,0,I'm happy for the Seahawks tbh seeing Russell Wilson get the shit end of the stick makes me happy lol,0.9349,"We suck, the Rams suck, the Bucs suck, the Packers suck, and Russell Wilson suddenly sucks.",-0.9201,QB,0.0
Joe Burrow,Joe,Burrow,294.45,-0.19279999999999764,179,0,"Remember when Joe Burrow had the greatest college season ever, outplayed Trevor in National Championship and people were still saying that Trevor is better?",0.875,People saying Joe Burrow is a fraud reminds me of the piss poor 2019 Josh Allen takes.,-0.8625,QB,19.14
Justin Jefferson,Justin,Jefferson,287.8,6.712300000000001,45,0,There's a funny sound bite where he just walks up and hugs Justin Jefferson just for being real good against the packers in the 1st half,0.8402,"justin jefferson is going to shit on kirk, nvm he got a ball",-0.5574,WR,25.5
Matthew Stafford,Matthew,Stafford,285.7,5.145900000000001,19,0,You mean Super Bowl Champion Matthew Stafford?,0.8316,"I guess you could say they could've spent those picks to trade for a QB instead, but there has been no Matthew Stafford available.",-0.4215,QB,10.5
Austin Ekeler,Austin,Ekeler,284.73,0.8041000000000001,10,0,"I was somehow blessed with Nick Chubb, Austin Ekeler and Tyreek Hill in FF this year and they're literally carried my team.",0.8143,"The Chargers just added Austin Ekeler (abdominal), Donald Parham (Hamstring), Brenden Jaimes (Quad), Ogbongbemiga (Groin), and Bertolet (hamstring) to the injury report coming off a rest week.",-0.4215,RB,24.1
Trey Lance,Trey,Lance,284.03,8.830499999999999,117,0,"I think fields is arguably better, trey lance has played like 3 seconds of pro football so who knows if he's good or not and kenny pickett also has a very small sample size so I feel like it's premature to say if he's good or not yet.",0.9201,"Hell, look at trey Lance he only got like 2 full starts before his leg exploded and it was just a freak accident...not a big hit or anything just someone fell on him the wrong way.",-0.8442,QB,0.0
Ja'Marr Chase,Ja'Marr,Chase,276.17,1.7872,16,0,"That Ja'Marr Chase sure did do a good job of protecting Burrow, apparently.",0.6369,"The Ja'marr chase excuse is valid, but its not like we are missing some big players on defense that help offset the loss",-0.4525,WR,0.0
